national_number,gen,english_name,primary_type,secondary_type,description,image_link
761,VII,Bounsweet,grass,,"Its body gives off a sweet, fruity scent that is extremely appetizing to bird Pokémon.",static/Pokemon/bounsweet.png
762,VII,Steenee,grass,,"As it twirls like a dancer, a sweet smell spreads out around it. Anyone who inhales the scent will feel a surge of happiness.",static/Pokemon/steenee.png
763,VII,Tsareena,grass,,"This feared Pokémon has long, slender legs and a cruel heart. It shows no mercy as it stomps on its opponents.",static/Pokemon/tsareena.png
764,VII,Comfey,fairy,,"Comfey picks flowers with its vine and decorates itself with them. For some reason, flowers won’t wither once they’re attached to a Comfey.",static/Pokemon/comfey.png
765,VII,Oranguru,normal,psychic,With waves of its fan—made from leaves and its own fur—Oranguru skillfully gives instructions to other Pokémon.,static/Pokemon/oranguru.png
766,VII,Passimian,fighting,,"Displaying amazing teamwork, they follow the orders of their boss as they all help out in the search for their favorite berries.",static/Pokemon/passimian.png
767,VII,Wimpod,bug,water,"It’s nature’s cleaner—it eats anything and everything, including garbage and rotten things. The ground near its nest is always clean.",static/Pokemon/wimpod.png
768,VII,Golisopod,bug,water,"It will do anything to win, taking advantage of every opening and finishing opponents off with the small claws on its front legs.",static/Pokemon/golisopod.png
769,VII,Sandygast,ghost,ground,Grudges of the dead have possessed a mound of sand and become a Pokémon. Sandygast is fond of the shovel on its head.,static/Pokemon/sandygast.png
770,VII,Palossand,ghost,ground,"Palossand is known as the Beach Nightmare. It pulls its prey down into the sand by controlling the sand itself, and then it sucks out their souls.",static/Pokemon/palossand.png
771,VII,Pyukumuku,water,,"It lives in warm, shallow waters. If it encounters a foe, it will spit out its internal organs as a means to punch them.",static/Pokemon/pyukumuku.png
772,VII,Type: Null,normal,,Rumor has it that the theft of top-secret research notes led to a new instance of this Pokémon being created in the Galar region.,static/Pokemon/type: null.png
773,VII,Silvally,normal,,A solid bond of trust between this Pokémon and its Trainer awakened the strength hidden within Silvally. It can change its type at will.,static/Pokemon/silvally.png
774,VII,Minior,rock,flying,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",static/Pokemon/minior.png
775,VII,Komala,normal,,"It stays asleep from the moment it’s born. When it falls into a deep sleep, it stops moving altogether.",static/Pokemon/komala.png
776,VII,Turtonator,fire,dragon,Explosive substances coat the shell on its back. Enemies that dare attack it will be blown away by an immense detonation.,static/Pokemon/turtonator.png
777,VII,Togedemaru,electric,steel,"With the long hairs on its back, this Pokémon takes in electricity from other electric Pokémon. It stores what it absorbs in an electric sac.",static/Pokemon/togedemaru.png
778,VII,Mimikyu,ghost,fairy,"It wears a rag fashioned into a Pikachu costume in an effort to look less scary. Unfortunately, the costume only makes it creepier.",static/Pokemon/mimikyu.png
779,VII,Bruxish,water,psychic,"It burrows beneath the sand, radiating psychic power from the protuberance on its head. It waits for prey as it surveys the area.",static/Pokemon/bruxish.png
780,VII,Drampa,normal,dragon,"The mountains it calls home are nearly two miles in height. On rare occasions, it descends to play with the children living in the towns below.",static/Pokemon/drampa.png
781,VII,Dhelmise,ghost,grass,"After a piece of seaweed merged with debris from a sunken ship, it was reborn as this ghost Pokémon.",static/Pokemon/dhelmise.png
782,VII,Jangmo-o,dragon,,They learn to fight by smashing their head scales together. The dueling strengthens both their skills and their spirits.,static/Pokemon/jangmo-o.png
783,VII,Hakamo-o,dragon,fighting,"The scaleless, scarred parts of its body are signs of its strength. It shows them off to defeated opponents.",static/Pokemon/hakamo-o.png
784,VII,Kommo-o,dragon,fighting,It clatters its tail scales to unnerve opponents. This Pokémon will battle only those who stand steadfast in the face of this display.,static/Pokemon/kommo-o.png
785,VII,Tapu Koko,electric,fairy,"Although it’s called a guardian deity, if a person or Pokémon puts it in a bad mood, it will become a malevolent deity and attack.",static/Pokemon/tapu koko.png
786,VII,Tapu Lele,psychic,fairy,It heals the wounds of people and Pokémon by sprinkling them with its sparkling scales. This guardian deity is worshiped on Akala.,static/Pokemon/tapu lele.png
787,VII,Tapu Bulu,grass,fairy,"Although it’s called a guardian deity, it’s violent enough to crush anyone it sees as an enemy.",static/Pokemon/tapu bulu.png
788,VII,Tapu Fini,water,fairy,"This guardian deity of Poni Island manipulates water. Because it lives deep within a thick fog, it came to be both feared and revered.",static/Pokemon/tapu fini.png
789,VII,Cosmog,psychic,,"Even though its helpless, gaseous body can be blown away by the slightest breeze, it doesn’t seem to care.",static/Pokemon/cosmog.png
790,VII,Cosmoem,psychic,,The king who ruled Alola in times of antiquity called it the “cocoon of the stars” and built an altar to worship it.,static/Pokemon/cosmoem.png
791,VII,Solgaleo,psychic,steel,Sometimes the result of its opening an Ultra Wormhole is that energy and life-forms from other worlds are called here to this world.,static/Pokemon/solgaleo.png
792,VII,Lunala,psychic,ghost,"Records of it exist in writings from long, long ago, where it was known by the name “the beast that calls the moon.”",static/Pokemon/lunala.png
793,VII,Nihilego,rock,poison,"A life-form from another world, it was dubbed a UB and is thought to produce a strong neurotoxin.",static/Pokemon/nihilego.png
794,VII,Buzzwole,bug,fighting,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.",static/Pokemon/buzzwole.png
795,VII,Pheromosa,bug,fighting,"A life-form that lives in another world, its body is thin and supple, but it also possesses great power.",static/Pokemon/pheromosa.png
796,VII,Xurkitree,electric,,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.",static/Pokemon/xurkitree.png
797,VII,Celesteela,steel,flying,"One of the dangerous UBs, high energy readings can be detected coming from both of its huge arms.",static/Pokemon/celesteela.png
798,VII,Kartana,grass,steel,"This Ultra Beast’s body, which is as thin as paper, is like a sharpened sword.",static/Pokemon/kartana.png
799,VII,Guzzlord,dark,dragon,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.",static/Pokemon/guzzlord.png
800,VII,Necrozma,psychic,psychic,"It looks somehow pained as it rages around in search of light, which serves as its energy. It’s apparently from another world.",static/Pokemon/necrozma.png
801,VII,Magearna,steel,fairy,It synchronizes its consciousness with others to understand their feelings. This faculty makes it useful for taking care of people.,static/Pokemon/magearna.png
802,VII,Marshadow,fighting,ghost,"It slips into the shadows of others and mimics their powers and movements. As it improves, it becomes stronger than those it’s imitating.",static/Pokemon/marshadow.png
803,VII,Poipole,poison,,This Ultra Beast is well enough liked to be chosen as a first partner in its own world.,static/Pokemon/poipole.png
804,VII,Naganadel,poison,dragon,It stores hundreds of liters of poisonous liquid inside its body. It is one of the organisms known as UBs.,static/Pokemon/naganadel.png
805,VII,Stakataka,rock,steel,It appeared from an Ultra Wormhole. Each one appears to be made up of many life-forms stacked one on top of each other.,static/Pokemon/stakataka.png
806,VII,Blacephalon,fire,ghost,"It slithers toward people. Then, without warning, it triggers the explosion of its own head. It’s apparently one kind of Ultra Beast.",static/Pokemon/blacephalon.png
807,VII,Zeraora,electric,,"It electrifies its claws and tears its opponents apart with them. Even if they dodge its attack, they’ll be electrocuted by the flying sparks.",static/Pokemon/zeraora.png
808,VII,Meltan,steel,,"It melts particles of iron and other metals found in the subsoil, so it can absorb them into its body of molten steel.",static/Pokemon/meltan.png
809,VII,Melmetal,steel,,"At the end of its life-span, Melmetal will rust and fall apart. The small shards left behind will eventually be reborn as Meltan.",static/Pokemon/melmetal.png
810,VIII,Grookey,grass,,"When it uses its special stick to strike up a beat, the sound waves produced carry revitalizing energy to the plants and flowers in the area.",static/Pokemon/grookey.png
811,VIII,Thwackey,grass,,"The faster a Thwackey can beat out a rhythm with its two sticks, the more respect it wins from its peers.",static/Pokemon/thwackey.png
812,VIII,Rillaboom,grass,,"By drumming, it taps into the power of its special tree stump. The roots of the stump follow its direction in battle.",static/Pokemon/rillaboom.png
813,VIII,Scorbunny,fire,,"A warm-up of running around gets fire energy coursing through this Pokémon’s body. Once that happens, it’s ready to fight at full power.",static/Pokemon/scorbunny.png
814,VIII,Raboot,fire,,Its thick and fluffy fur protects it from the cold and enables it to use hotter fire moves.,static/Pokemon/raboot.png
815,VIII,Cinderace,fire,,"It juggles a pebble with its feet, turning it into a burning soccer ball. Its shots strike opponents hard and leave them scorched.",static/Pokemon/cinderace.png
816,VIII,Sobble,water,,"When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attackers won’t be able to resist weeping.",static/Pokemon/sobble.png
817,VIII,Drizzile,water,,"A clever combatant, this Pokémon battles using water balloons created with moisture secreted from its palms.",static/Pokemon/drizzile.png
818,VIII,Inteleon,water,,"It has many hidden capabilities, such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air.",static/Pokemon/inteleon.png
819,VIII,Skwovet,normal,,"Found throughout the Galar region, this Pokémon becomes uneasy if its cheeks are ever completely empty of berries.",static/Pokemon/skwovet.png
820,VIII,Greedent,normal,,"It stashes berries in its tail—so many berries that they fall out constantly. But this Pokémon is a bit slow-witted, so it doesn’t notice the loss.",static/Pokemon/greedent.png
821,VIII,Rookidee,flying,,"It will bravely challenge any opponent, no matter how powerful. This Pokémon benefits from every battle—even a defeat increases its strength a bit.",static/Pokemon/rookidee.png
822,VIII,Corvisquire,flying,,"Smart enough to use tools in battle, these Pokémon have been seen picking up rocks and flinging them or using ropes to wrap up enemies.",static/Pokemon/corvisquire.png
823,VIII,Corviknight,flying,steel,This Pokémon reigns supreme in the skies of the Galar region. The black luster of its steel body could drive terror into the heart of any foe.,static/Pokemon/corviknight.png
824,VIII,Blipbug,bug,,"A constant collector of information, this Pokémon is very smart. Very strong is what it isn’t.",static/Pokemon/blipbug.png
825,VIII,Dottler,bug,psychic,"It barely moves, but it’s still alive. Hiding in its shell without food or water seems to have awakened its psychic powers.",static/Pokemon/dottler.png
826,VIII,Orbeetle,bug,psychic,"It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power.",static/Pokemon/orbeetle.png
827,VIII,Nickit,dark,,"Aided by the soft pads on its feet, it silently raids the food stores of other Pokémon. It survives off its ill-gotten gains.",static/Pokemon/nickit.png
828,VIII,Thievul,dark,,"It secretly marks potential targets with a scent. By following the scent, it stalks its targets and steals from them when they least expect it.",static/Pokemon/thievul.png
829,VIII,Gossifleur,grass,,"It anchors itself in the ground with its single leg, then basks in the sun. After absorbing enough sunlight, its petals spread as it blooms brilliantly.",static/Pokemon/gossifleur.png
830,VIII,Eldegoss,grass,,The seeds attached to its cotton fluff are full of nutrients. It spreads them on the wind so that plants and other Pokémon can benefit from them.,static/Pokemon/eldegoss.png
831,VIII,Wooloo,normal,,"Its curly fleece is such an effective cushion that this Pokémon could fall off a cliff and stand right back up at the bottom, unharmed.",static/Pokemon/wooloo.png
832,VIII,Dubwool,normal,,"Weave a carpet from its springy wool, and you end up with something closer to a trampoline. You’ll start to bounce the moment you set foot on it.",static/Pokemon/dubwool.png
833,VIII,Chewtle,water,,Apparently the itch of its teething impels it to snap its jaws at anything in front of it.,static/Pokemon/chewtle.png
834,VIII,Drednaw,water,rock,"With jaws that can shear through steel rods, this highly aggressive Pokémon chomps down on its unfortunate prey.",static/Pokemon/drednaw.png
835,VIII,Yamper,electric,,"This Pokémon is very popular as a herding dog in the Galar region. As it runs, it generates electricity from the base of its tail.",static/Pokemon/yamper.png
836,VIII,Boltund,electric,,This Pokémon generates electricity and channels it into its legs to keep them going strong. Boltund can run nonstop for three full days.,static/Pokemon/boltund.png
837,VIII,Rolycoly,rock,,"Most of its body has the same composition as coal. Fittingly, this Pokémon was first discovered in coal mines about 400 years ago.",static/Pokemon/rolycoly.png
838,VIII,Carkol,rock,fire,It forms coal inside its body. Coal dropped by this Pokémon once helped fuel the lives of people in the Galar region.,static/Pokemon/carkol.png
839,VIII,Coalossal,rock,fire,"It’s usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit.",static/Pokemon/coalossal.png
840,VIII,Applin,grass,dragon,"It spends its entire life inside an apple. It hides from its natural enemies, bird Pokémon, by pretending it’s just an apple and nothing more.",static/Pokemon/applin.png
841,VIII,Flapple,grass,dragon,"It ate a sour apple, and that induced its evolution. In its cheeks, it stores an acid capable of causing chemical burns.",static/Pokemon/flapple.png
842,VIII,Appletun,grass,dragon,"Eating a sweet apple caused its evolution. A nectarous scent wafts from its body, luring in the bug Pokémon it preys on.",static/Pokemon/appletun.png
843,VIII,Silicobra,ground,,"As it digs, it swallows sand and stores it in its neck pouch. The pouch can hold more than 17 pounds of sand.",static/Pokemon/silicobra.png
844,VIII,Sandaconda,ground,,"When it contracts its body, over 220 pounds of sand sprays from its nose. If it ever runs out of sand, it becomes disheartened.",static/Pokemon/sandaconda.png
845,VIII,Cramorant,flying,water,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight.",static/Pokemon/cramorant.png
846,VIII,Arrokuda,water,,"If it sees any movement around it, this Pokémon charges for it straightaway, leading with its sharply pointed jaw. It’s very proud of that jaw.",static/Pokemon/arrokuda.png
847,VIII,Barraskewda,water,,"This Pokémon has a jaw that’s as sharp as a spear and as strong as steel. Apparently Barraskewda’s flesh is surprisingly tasty, too.",static/Pokemon/barraskewda.png
848,VIII,Toxel,electric,poison,"It stores poison in an internal poison sac and secretes that poison through its skin. If you touch this Pokémon, a tingling sensation follows.",static/Pokemon/toxel.png
849,VIII,Toxtricity,electric,poison,"Capable of generating 15,000 volts of electricity, this Pokémon looks down on all that would challenge it.",static/Pokemon/toxtricity.png
850,VIII,Sizzlipede,fire,bug,It stores flammable gas in its body and uses it to generate heat. The yellow sections on its belly get particularly hot.,static/Pokemon/sizzlipede.png
851,VIII,Centiskorch,fire,bug,"When it heats up, its body temperature reaches about 1,500 degrees Fahrenheit. It lashes its body like a whip and launches itself at enemies.",static/Pokemon/centiskorch.png
852,VIII,Clobbopus,fighting,,"It’s very curious, but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land.",static/Pokemon/clobbopus.png
853,VIII,Grapploct,fighting,,A body made up of nothing but muscle makes the grappling moves this Pokémon performs with its tentacles tremendously powerful.,static/Pokemon/grapploct.png
854,VIII,Sinistea,ghost,,"This Pokémon is said to have been born when a lonely spirit possessed a cold, leftover cup of tea.",static/Pokemon/sinistea.png
855,VIII,Polteageist,ghost,,"This species lives in antique teapots. Most pots are forgeries, but on rare occasions, an authentic work is found.",static/Pokemon/polteageist.png
856,VIII,Hatenna,psychic,,"Via the protrusion on its head, it senses other creatures’ emotions. If you don’t have a calm disposition, it will never warm up to you.",static/Pokemon/hatenna.png
857,VIII,Hattrem,psychic,,"No matter who you are, if you bring strong emotions near this Pokémon, it will silence you violently.",static/Pokemon/hattrem.png
858,VIII,Hatterene,psychic,fairy,It emits psychic power strong enough to cause headaches as a deterrent to the approach of others.,static/Pokemon/hatterene.png
859,VIII,Impidimp,dark,fairy,"Through its nose, it sucks in the emanations produced by people and Pokémon when they feel annoyed. It thrives off this negative energy.",static/Pokemon/impidimp.png
860,VIII,Morgrem,dark,fairy,"When it gets down on all fours as if to beg for forgiveness, it’s trying to lure opponents in so that it can stab them with its spear-like hair.",static/Pokemon/morgrem.png
861,VIII,Grimmsnarl,dark,fairy,"With the hair wrapped around its body helping to enhance its muscles, this Pokémon can overwhelm even Machamp.",static/Pokemon/grimmsnarl.png
862,VIII,Obstagoon,dark,normal,Its voice is staggering in volume. Obstagoon has a tendency to take on a threatening posture and shout—this move is known as Obstruct.,static/Pokemon/obstagoon.png
863,VIII,Perrserker,steel,,What appears to be an iron helmet is actually hardened hair. This Pokémon lives for the thrill of battle.,static/Pokemon/perrserker.png
864,VIII,Cursola,ghost,,Its shell is overflowing with its heightened otherworldly energy. The ectoplasm serves as protection for this Pokémon’s core spirit.,static/Pokemon/cursola.png
865,VIII,Sirfetch'd,fighting,,"Only Farfetch’d that have survived many battles can attain this evolution. When this Pokémon’s leek withers, it will retire from combat.",static/Pokemon/sirfetch'd.png
866,VIII,Mr. Rime,ice,psychic,It’s highly skilled at tap-dancing. It waves its cane of ice in time with its graceful movements.,static/Pokemon/mr. rime.png
867,VIII,Runerigus,ground,ghost,"A powerful curse was woven into an ancient painting. After absorbing the spirit of a Yamask, the painting began to move.",static/Pokemon/runerigus.png
868,VIII,Milcery,fairy,,This Pokémon was born from sweet-smelling particles in the air. Its body is made of cream.,static/Pokemon/milcery.png
869,VIII,Alcremie,fairy,,"When it trusts a Trainer, it will treat them to berries it's decorated with cream.",static/Pokemon/alcremie.png
870,VIII,Falinks,fighting,,"Five of them are troopers, and one is the brass. The brass’s orders are absolute.",static/Pokemon/falinks.png
871,VIII,Pincurchin,electric,,"It feeds on seaweed, using its teeth to scrape it off rocks. Electric current flows from the tips of its spines.",static/Pokemon/pincurchin.png
872,VIII,Snom,ice,bug,"It spits out thread imbued with a frigid sort of energy and uses it to tie its body to branches, disguising itself as an icicle while it sleeps.",static/Pokemon/snom.png
873,VIII,Frosmoth,ice,bug,Icy scales fall from its wings like snow as it flies over fields and mountains. The temperature of its wings is less than −290 degrees Fahrenheit.,static/Pokemon/frosmoth.png
874,VIII,Stonjourner,rock,,"It stands in grasslands, watching the sun’s descent from zenith to horizon. This Pokémon has a talent for delivering dynamic kicks.",static/Pokemon/stonjourner.png
875,VIII,Eiscue,ice,,It drifted in on the flow of ocean waters from a frigid place. It keeps its head iced constantly to make sure it stays nice and cold.,static/Pokemon/eiscue.png
876,VIII,Indeedee,psychic,normal,"It uses the horns on its head to sense the emotions of others. Males will act as valets for those they serve, looking after their every need.",static/Pokemon/indeedee.png
877,VIII,Morpeko,electric,dark,"As it eats the seeds stored up in its pocket-like pouches, this Pokémon is not just satisfying its constant hunger. It’s also generating electricity.",static/Pokemon/morpeko.png
878,VIII,Cufant,steel,,"It digs up the ground with its trunk. It’s also very strong, being able to carry loads of over five tons without any problem at all.",static/Pokemon/cufant.png
879,VIII,Copperajah,steel,,They came over from another region long ago and worked together with humans. Their green skin is resistant to water.,static/Pokemon/copperajah.png
880,VIII,Dracozolt,electric,dragon,"In ancient times, it was unbeatable thanks to its powerful lower body, but it went extinct anyway after it depleted all its plant-based food sources.",static/Pokemon/dracozolt.png
881,VIII,Arctozolt,electric,ice,The shaking of its freezing upper half is what generates its electricity. It has a hard time walking around.,static/Pokemon/arctozolt.png
882,VIII,Dracovish,water,dragon,Powerful legs and jaws made it the apex predator of its time. Its own overhunting of its prey was what drove it to extinction.,static/Pokemon/dracovish.png
883,VIII,Arctovish,water,ice,"Though it’s able to capture prey by freezing its surroundings, it has trouble eating the prey afterward because its mouth is on top of its head.",static/Pokemon/arctovish.png
884,VIII,Duraludon,steel,dragon,"Its body resembles polished metal, and it’s both lightweight and strong. The only drawback is that it rusts easily.",static/Pokemon/duraludon.png
885,VIII,Dreepy,dragon,ghost,"After being reborn as a ghost Pokémon, Dreepy wanders the areas it used to inhabit back when it was alive in prehistoric seas.",static/Pokemon/dreepy.png
886,VIII,Drakloak,dragon,ghost,It’s capable of flying faster than 120 mph. It battles alongside Dreepy and dotes on them until they successfully evolve.,static/Pokemon/drakloak.png
887,VIII,Dragapult,dragon,ghost,"When it isn’t battling, it keeps Dreepy in the holes on its horns. Once a fight starts, it launches the Dreepy like supersonic missiles.",static/Pokemon/dragapult.png
888,VIII,Zacian,fairy,fairy,"Known as a legendary hero, this Pokémon absorbs metal particles, transforming them into a weapon it uses to battle.",static/Pokemon/zacian.png
889,VIII,Zamazenta,fighting,fighting,"In times past, it worked together with a king of the people to save the Galar region. It absorbs metal that it then uses in battle.",static/Pokemon/zamazenta.png
890,VIII,Eternatus,poison,dragon,The core on its chest absorbs energy emanating from the lands of the Galar region. This energy is what allows Eternatus to stay active.,static/Pokemon/eternatus.png
891,VIII,Kubfu,fighting,,Kubfu trains hard to perfect its moves. The moves it masters will determine which form it takes when it evolves.,static/Pokemon/kubfu.png
892,VIII,Urshifu,fighting,dark,This form of Urshifu is a strong believer in the one-hit KO. Its strategy is to leap in close to foes and land a devastating blow with a hardened fist.,static/Pokemon/urshifu.png
893,VIII,Zarude,dark,grass,"Within dense forests, this Pokémon lives in a pack with others of its kind. It's incredibly aggressive and the other Pokémon of the forest fear it.",static/Pokemon/zarude.png
894,VIII,Regieleki,electric,,This Pokémon is a cluster of electrical energy. It’s said that removing the rings on Regieleki’s body will unleash the Pokémon’s latent power.,static/Pokemon/regieleki.png
895,VIII,Regidrago,dragon,,An academic theory proposes that Regidrago’s arms were once the head of an ancient dragon Pokémon. The theory remains unproven.,static/Pokemon/regidrago.png
896,VIII,Glastrier,ice,,"Glastrier emits intense cold from its hooves. It’s also a belligerent Pokémon—anything it wants, it takes by force.",static/Pokemon/glastrier.png
897,VIII,Spectrier,ghost,,It probes its surroundings with all its senses save one—it doesn’t use its sense of sight. Spectrier’s kicks are said to separate soul from body.,static/Pokemon/spectrier.png
898,VIII,Calyrex,psychic,grass,"Calyrex is a merciful Pokémon, capable of providing healing and blessings. It reigned over the Galar region in times of yore.",static/Pokemon/calyrex.png
